language_pair,classification
ita_Latn-ukr_Cyrl,4-3
ita_Latn-urd_Arab,4-3
ita_Latn-uzn_Latn,4-3
ita_Latn-zsm_Latn,4-3
kor_Hang-afr_Latn,4-3
kor_Hang-dan_Latn,4-3
kor_Hang-fil_Latn,4-3
kor_Hang-ind_Latn,4-3
kor_Hang-lat_Latn,4-3
kor_Hang-lav_Latn,4-3
kor_Hang-lit_Latn,4-3
kor_Hang-lvs_Latn,4-3
kor_Hang-msa_Latn,4-3
kor_Hang-ron_Latn,4-3
kor_Hang-slk_Latn,4-3
kor_Hang-slv_Latn,4-3
kor_Hang-tam_Taml,4-3
kor_Hang-tgl_Latn,4-3
kor_Hang-tha_Thai,4-3
kor_Hang-ukr_Cyrl,4-3
kor_Hang-urd_Arab,4-3
kor_Hang-uzn_Latn,4-3
kor_Hang-zsm_Latn,4-3
nld_Latn-bel_Cyrl,4-3
nld_Latn-dan_Latn,4-3
nld_Latn-ekk_Latn,4-3
nld_Latn-ell_Grek,4-3
nld_Latn-fil_Latn,4-3
nld_Latn-glg_Latn,4-3
nld_Latn-heb_Hebr,4-3
nld_Latn-ind_Latn,4-3
nld_Latn-lat_Latn,4-3
nld_Latn-lit_Latn,4-3
nld_Latn-lvs_Latn,4-3
nld_Latn-ron_Latn,4-3
nld_Latn-slk_Latn,4-3
nld_Latn-slv_Latn,4-3
nld_Latn-tam_Taml,4-3
nld_Latn-tgl_Latn,4-3
nld_Latn-tha_Thai,4-3
nld_Latn-ukr_Cyrl,4-3
nld_Latn-urd_Arab,4-3
nld_Latn-uzn_Latn,4-3
pol_Latn-bel_Cyrl,4-3
pol_Latn-dan_Latn,4-3
pol_Latn-fil_Latn,4-3
pol_Latn-glg_Latn,4-3
pol_Latn-lat_Latn,4-3
pol_Latn-lit_Latn,4-3
pol_Latn-ron_Latn,4-3
pol_Latn-slk_Latn,4-3
pol_Latn-slv_Latn,4-3
pol_Latn-tam_Taml,4-3
pol_Latn-tgl_Latn,4-3
pol_Latn-tha_Thai,4-3
pol_Latn-ukr_Cyrl,4-3
pol_Latn-urd_Arab,4-3
pol_Latn-uzn_Latn,4-3
por_Latn-bel_Cyrl,4-3
por_Latn-dan_Latn,4-3
por_Latn-ekk_Latn,4-3
por_Latn-fil_Latn,4-3
por_Latn-heb_Hebr,4-3
por_Latn-ind_Latn,4-3
por_Latn-lat_Latn,4-3
por_Latn-lit_Latn,4-3
por_Latn-lvs_Latn,4-3
por_Latn-ron_Latn,4-3
por_Latn-slk_Latn,4-3
por_Latn-slv_Latn,4-3
por_Latn-tam_Taml,4-3
por_Latn-tgl_Latn,4-3
por_Latn-tha_Thai,4-3
por_Latn-ukr_Cyrl,4-3
por_Latn-urd_Arab,4-3
por_Latn-uzn_Latn,4-3
rus_Cyrl-bos_Latn,4-3
rus_Cyrl-dan_Latn,4-3
rus_Cyrl-ekk_Latn,4-3
rus_Cyrl-ell_Grek,4-3
rus_Cyrl-est_Latn,4-3
rus_Cyrl-fil_Latn,4-3
rus_Cyrl-heb_Hebr,4-3
rus_Cyrl-ind_Latn,4-3
rus_Cyrl-lit_Latn,4-3
rus_Cyrl-lvs_Latn,4-3
rus_Cyrl-ron_Latn,4-3
rus_Cyrl-slk_Latn,4-3
rus_Cyrl-slv_Latn,4-3
rus_Cyrl-tam_Taml,4-3
rus_Cyrl-tgl_Latn,4-3
rus_Cyrl-tha_Thai,4-3
rus_Cyrl-ukr_Cyrl,4-3
rus_Cyrl-urd_Arab,4-3
rus_Cyrl-uzn_Cyrl,4-3
rus_Cyrl-uzn_Latn,4-3
srp_Cyrl-ell_Grek,4-3
srp_Cyrl-fil_Latn,4-3
srp_Cyrl-heb_Hebr,4-3
srp_Cyrl-ron_Latn,4-3
srp_Cyrl-slk_Latn,4-3
srp_Cyrl-slv_Latn,4-3
srp_Cyrl-tam_Taml,4-3
srp_Cyrl-tgl_Latn,4-3
srp_Cyrl-tha_Thai,4-3
srp_Cyrl-ukr_Cyrl,4-3
srp_Cyrl-urd_Arab,4-3
srp_Cyrl-uzn_Latn,4-3
srp_Latn-dan_Latn,4-3
srp_Latn-ekk_Latn,4-3
srp_Latn-ell_Grek,4-3
srp_Latn-est_Latn,4-3
srp_Latn-fil_Latn,4-3
srp_Latn-heb_Hebr,4-3
srp_Latn-ind_Latn,4-3
srp_Latn-lav_Latn,4-3
srp_Latn-lit_Latn,4-3
srp_Latn-lvs_Latn,4-3
srp_Latn-msa_Latn,4-3
srp_Latn-ron_Latn,4-3
srp_Latn-slk_Latn,4-3
srp_Latn-slv_Latn,4-3
srp_Latn-tam_Taml,4-3
srp_Latn-tha_Thai,4-3
srp_Latn-ukr_Cyrl,4-3
srp_Latn-urd_Arab,4-3
srp_Latn-zsm_Latn,4-3
swe_Latn-ekk_Latn,4-3
swe_Latn-ell_Grek,4-3
swe_Latn-fil_Latn,4-3
swe_Latn-heb_Hebr,4-3
swe_Latn-ind_Latn,4-3
swe_Latn-lit_Latn,4-3
swe_Latn-lvs_Latn,4-3
swe_Latn-ron_Latn,4-3
swe_Latn-slk_Latn,4-3
swe_Latn-slv_Latn,4-3
swe_Latn-tam_Taml,4-3
swe_Latn-tgl_Latn,4-3
swe_Latn-tha_Thai,4-3
swe_Latn-ukr_Cyrl,4-3
swe_Latn-urd_Arab,4-3
swe_Latn-uzn_Latn,4-3
tur_Latn-heb_Hebr,4-3
tur_Latn-ind_Latn,4-3
tur_Latn-ron_Latn,4-3
tur_Latn-slk_Latn,4-3
tur_Latn-slv_Latn,4-3
tur_Latn-tha_Thai,4-3
tur_Latn-ukr_Cyrl,4-3
tur_Latn-urd_Arab,4-3
tur_Latn-uzb_Cyrl,4-3
tur_Latn-uzb_Latn,4-3
tur_Latn-uzn_Cyrl,4-3
tur_Latn-uzn_Latn,4-3
arb_Arab-cat_Latn,4-4
arb_Arab-ces_Latn,4-4
arb_Arab-eus_Latn,4-4
arb_Arab-fas_Arab,4-4
arb_Arab-fin_Latn,4-4
arb_Arab-hin_Deva,4-4
arb_Arab-hrv_Latn,4-4
arb_Arab-hun_Latn,4-4
arb_Arab-ita_Latn,4-4
arb_Arab-kor_Hang,4-4
arb_Arab-nld_Latn,4-4
arb_Arab-pol_Latn,4-4
arb_Arab-por_Latn,4-4
arb_Arab-rus_Cyrl,4-4
arb_Arab-srp_Cyrl,4-4
arb_Arab-srp_Latn,4-4
arb_Arab-swe_Latn,4-4
arb_Arab-tur_Latn,4-4
arb_Arab-vie_Latn,4-4
cat_Latn-ces_Latn,4-4
cat_Latn-eus_Latn,4-4
cat_Latn-fas_Arab,4-4
cat_Latn-fin_Latn,4-4
cat_Latn-hin_Deva,4-4
cat_Latn-hrv_Latn,4-4
cat_Latn-hun_Latn,4-4
cat_Latn-ita_Latn,4-4
cat_Latn-kor_Hang,4-4
cat_Latn-nld_Latn,4-4
cat_Latn-pol_Latn,4-4
cat_Latn-por_Latn,4-4
cat_Latn-rus_Cyrl,4-4
cat_Latn-srp_Cyrl,4-4
cat_Latn-srp_Latn,4-4
cat_Latn-swe_Latn,4-4
cat_Latn-tur_Latn,4-4
cat_Latn-vie_Latn,4-4
ces_Latn-cat_Latn,4-4
ces_Latn-eus_Latn,4-4
ces_Latn-fas_Arab,4-4
ces_Latn-fin_Latn,4-4
ces_Latn-hin_Deva,4-4
ces_Latn-hrv_Latn,4-4
ces_Latn-hun_Latn,4-4
ces_Latn-ita_Latn,4-4
ces_Latn-kor_Hang,4-4
ces_Latn-nld_Latn,4-4
ces_Latn-pol_Latn,4-4
ces_Latn-por_Latn,4-4
ces_Latn-rus_Cyrl,4-4
ces_Latn-srp_Cyrl,4-4
ces_Latn-srp_Latn,4-4
ces_Latn-swe_Latn,4-4
ces_Latn-tur_Latn,4-4
ces_Latn-vie_Latn,4-4
eus_Latn-ces_Latn,4-4
eus_Latn-fas_Arab,4-4
eus_Latn-fin_Latn,4-4
eus_Latn-hin_Deva,4-4
eus_Latn-hrv_Latn,4-4
eus_Latn-hun_Latn,4-4
eus_Latn-ita_Latn,4-4
eus_Latn-kor_Hang,4-4
eus_Latn-nld_Latn,4-4
eus_Latn-pol_Latn,4-4
eus_Latn-por_Latn,4-4
eus_Latn-rus_Cyrl,4-4
eus_Latn-srp_Cyrl,4-4
eus_Latn-srp_Latn,4-4
eus_Latn-swe_Latn,4-4
eus_Latn-tur_Latn,4-4
eus_Latn-vie_Latn,4-4
fas_Arab-cat_Latn,4-4
fas_Arab-ces_Latn,4-4
fas_Arab-eus_Latn,4-4
fas_Arab-fin_Latn,4-4
fas_Arab-hin_Deva,4-4
fas_Arab-hrv_Latn,4-4
fas_Arab-hun_Latn,4-4
fas_Arab-ita_Latn,4-4
fas_Arab-kor_Hang,4-4
fas_Arab-nld_Latn,4-4
fas_Arab-pol_Latn,4-4
fas_Arab-por_Latn,4-4
fas_Arab-rus_Cyrl,4-4
fas_Arab-srp_Cyrl,4-4
fas_Arab-srp_Latn,4-4
fas_Arab-swe_Latn,4-4
fas_Arab-tur_Latn,4-4
fas_Arab-vie_Latn,4-4
fin_Latn-cat_Latn,4-4
fin_Latn-ces_Latn,4-4
fin_Latn-eus_Latn,4-4
fin_Latn-hin_Deva,4-4
fin_Latn-hrv_Latn,4-4
fin_Latn-hun_Latn,4-4
fin_Latn-ita_Latn,4-4
fin_Latn-kor_Hang,4-4
fin_Latn-nld_Latn,4-4
fin_Latn-pol_Latn,4-4
fin_Latn-por_Latn,4-4
fin_Latn-rus_Cyrl,4-4
fin_Latn-srp_Cyrl,4-4
fin_Latn-srp_Latn,4-4
fin_Latn-swe_Latn,4-4
fin_Latn-tur_Latn,4-4
fin_Latn-vie_Latn,4-4
hin_Deva-eus_Latn,4-4
hin_Deva-hrv_Latn,4-4
hin_Deva-hun_Latn,4-4
hin_Deva-ita_Latn,4-4
hin_Deva-kor_Hang,4-4
hin_Deva-nld_Latn,4-4
hin_Deva-pol_Latn,4-4
hin_Deva-por_Latn,4-4
hin_Deva-rus_Cyrl,4-4
hin_Deva-srp_Cyrl,4-4
hin_Deva-srp_Latn,4-4
hin_Deva-swe_Latn,4-4
hin_Deva-tur_Latn,4-4
hin_Deva-vie_Latn,4-4
hrv_Latn-cat_Latn,4-4
hrv_Latn-ces_Latn,4-4
hrv_Latn-eus_Latn,4-4
hrv_Latn-fas_Arab,4-4
hrv_Latn-fin_Latn,4-4
hrv_Latn-hin_Deva,4-4
hrv_Latn-hun_Latn,4-4
hrv_Latn-ita_Latn,4-4
hrv_Latn-kor_Hang,4-4
hrv_Latn-nld_Latn,4-4
hrv_Latn-pol_Latn,4-4
hrv_Latn-por_Latn,4-4
hrv_Latn-rus_Cyrl,4-4
hrv_Latn-srp_Cyrl,4-4
hrv_Latn-srp_Latn,4-4
hrv_Latn-swe_Latn,4-4
hrv_Latn-tur_Latn,4-4
hrv_Latn-vie_Latn,4-4
hun_Latn-cat_Latn,4-4
hun_Latn-ces_Latn,4-4
hun_Latn-eus_Latn,4-4
hun_Latn-fin_Latn,4-4
hun_Latn-hrv_Latn,4-4
hun_Latn-ita_Latn,4-4
hun_Latn-kor_Hang,4-4
hun_Latn-nld_Latn,4-4
hun_Latn-pol_Latn,4-4
hun_Latn-por_Latn,4-4
hun_Latn-rus_Cyrl,4-4
hun_Latn-srp_Cyrl,4-4
hun_Latn-srp_Latn,4-4
hun_Latn-swe_Latn,4-4
hun_Latn-tur_Latn,4-4
hun_Latn-vie_Latn,4-4
ita_Latn-cat_Latn,4-4
ita_Latn-ces_Latn,4-4
ita_Latn-eus_Latn,4-4
ita_Latn-fas_Arab,4-4
ita_Latn-fin_Latn,4-4
ita_Latn-hrv_Latn,4-4
ita_Latn-hun_Latn,4-4
ita_Latn-kor_Hang,4-4
ita_Latn-nld_Latn,4-4
ita_Latn-pol_Latn,4-4
ita_Latn-por_Latn,4-4
ita_Latn-rus_Cyrl,4-4
ita_Latn-srp_Cyrl,4-4
ita_Latn-srp_Latn,4-4
ita_Latn-swe_Latn,4-4
ita_Latn-tur_Latn,4-4
ita_Latn-vie_Latn,4-4
kor_Hang-ces_Latn,4-4
kor_Hang-eus_Latn,4-4
kor_Hang-hrv_Latn,4-4
kor_Hang-nld_Latn,4-4
kor_Hang-pol_Latn,4-4
kor_Hang-por_Latn,4-4
kor_Hang-rus_Cyrl,4-4
kor_Hang-srp_Cyrl,4-4
kor_Hang-srp_Latn,4-4
kor_Hang-swe_Latn,4-4
kor_Hang-tur_Latn,4-4
kor_Hang-vie_Latn,4-4
nld_Latn-cat_Latn,4-4
nld_Latn-ces_Latn,4-4
nld_Latn-eus_Latn,4-4
nld_Latn-fas_Arab,4-4
nld_Latn-fin_Latn,4-4
nld_Latn-hin_Deva,4-4
nld_Latn-hrv_Latn,4-4
nld_Latn-hun_Latn,4-4
nld_Latn-ita_Latn,4-4
nld_Latn-pol_Latn,4-4
nld_Latn-por_Latn,4-4
nld_Latn-rus_Cyrl,4-4
nld_Latn-srp_Cyrl,4-4
nld_Latn-srp_Latn,4-4
nld_Latn-swe_Latn,4-4
nld_Latn-tur_Latn,4-4
nld_Latn-vie_Latn,4-4
pol_Latn-cat_Latn,4-4
pol_Latn-ces_Latn,4-4
pol_Latn-eus_Latn,4-4
pol_Latn-fin_Latn,4-4
pol_Latn-hrv_Latn,4-4
pol_Latn-hun_Latn,4-4
pol_Latn-ita_Latn,4-4
pol_Latn-nld_Latn,4-4
pol_Latn-por_Latn,4-4
pol_Latn-rus_Cyrl,4-4
pol_Latn-srp_Cyrl,4-4
pol_Latn-srp_Latn,4-4
pol_Latn-swe_Latn,4-4
pol_Latn-tur_Latn,4-4
pol_Latn-vie_Latn,4-4
por_Latn-cat_Latn,4-4
por_Latn-ces_Latn,4-4
por_Latn-eus_Latn,4-4
por_Latn-fin_Latn,4-4
por_Latn-hrv_Latn,4-4
por_Latn-hun_Latn,4-4
por_Latn-ita_Latn,4-4
por_Latn-nld_Latn,4-4
por_Latn-pol_Latn,4-4
por_Latn-rus_Cyrl,4-4
por_Latn-srp_Cyrl,4-4
por_Latn-srp_Latn,4-4
por_Latn-swe_Latn,4-4
por_Latn-tur_Latn,4-4
por_Latn-vie_Latn,4-4
rus_Cyrl-ces_Latn,4-4
rus_Cyrl-eus_Latn,4-4
rus_Cyrl-fas_Arab,4-4
rus_Cyrl-fin_Latn,4-4
rus_Cyrl-hrv_Latn,4-4
rus_Cyrl-hun_Latn,4-4
rus_Cyrl-ita_Latn,4-4
rus_Cyrl-nld_Latn,4-4
rus_Cyrl-pol_Latn,4-4
rus_Cyrl-por_Latn,4-4
rus_Cyrl-srp_Cyrl,4-4
rus_Cyrl-srp_Latn,4-4
rus_Cyrl-swe_Latn,4-4
rus_Cyrl-tur_Latn,4-4
rus_Cyrl-vie_Latn,4-4
srp_Cyrl-ces_Latn,4-4
srp_Cyrl-hrv_Latn,4-4
srp_Cyrl-hun_Latn,4-4
srp_Cyrl-ita_Latn,4-4
srp_Cyrl-nld_Latn,4-4
srp_Cyrl-pol_Latn,4-4
srp_Cyrl-por_Latn,4-4
srp_Cyrl-rus_Cyrl,4-4
srp_Cyrl-srp_Latn,4-4
srp_Cyrl-swe_Latn,4-4
srp_Cyrl-tur_Latn,4-4
srp_Cyrl-vie_Latn,4-4
srp_Latn-cat_Latn,4-4
srp_Latn-ces_Latn,4-4
srp_Latn-eus_Latn,4-4
srp_Latn-fas_Arab,4-4
srp_Latn-fin_Latn,4-4
srp_Latn-hrv_Latn,4-4
srp_Latn-hun_Latn,4-4
srp_Latn-ita_Latn,4-4
srp_Latn-kor_Hang,4-4
srp_Latn-nld_Latn,4-4
srp_Latn-pol_Latn,4-4
srp_Latn-por_Latn,4-4
srp_Latn-rus_Cyrl,4-4
srp_Latn-srp_Cyrl,4-4
srp_Latn-swe_Latn,4-4
srp_Latn-tur_Latn,4-4
srp_Latn-vie_Latn,4-4
swe_Latn-fin_Latn,4-4
swe_Latn-hrv_Latn,4-4
swe_Latn-hun_Latn,4-4
swe_Latn-ita_Latn,4-4
swe_Latn-nld_Latn,4-4
swe_Latn-pol_Latn,4-4
swe_Latn-por_Latn,4-4
swe_Latn-rus_Cyrl,4-4
swe_Latn-srp_Latn,4-4
swe_Latn-tur_Latn,4-4
swe_Latn-vie_Latn,4-4
tur_Latn-fas_Arab,4-4
tur_Latn-fin_Latn,4-4
tur_Latn-hrv_Latn,4-4
tur_Latn-hun_Latn,4-4
tur_Latn-ita_Latn,4-4
tur_Latn-nld_Latn,4-4
tur_Latn-pol_Latn,4-4
tur_Latn-por_Latn,4-4
tur_Latn-rus_Cyrl,4-4
tur_Latn-srp_Latn,4-4
tur_Latn-swe_Latn,4-4
tur_Latn-vie_Latn,4-4
arb_Arab-cmn_Hani,4-5
arb_Arab-deu_Latn,4-5
arb_Arab-eng_Latn,4-5
arb_Arab-fra_Latn,4-5
arb_Arab-jpn_Jpan,4-5
arb_Arab-spa_Latn,4-5
arb_Arab-zho_Hans,4-5
arb_Arab-zho_Hant,4-5
cat_Latn-cmn_Hani,4-5
cat_Latn-deu_Latn,4-5
cat_Latn-eng_Latn,4-5
cat_Latn-fra_Latn,4-5
cat_Latn-jpn_Jpan,4-5
cat_Latn-spa_Latn,4-5
cat_Latn-zho_Hans,4-5
cat_Latn-zho_Hant,4-5
ces_Latn-cmn_Hani,4-5
ces_Latn-deu_Latn,4-5
ces_Latn-eng_Latn,4-5
ces_Latn-fra_Latn,4-5
ces_Latn-jpn_Jpan,4-5
ces_Latn-spa_Latn,4-5
ces_Latn-zho_Hans,4-5
ces_Latn-zho_Hant,4-5
eus_Latn-cmn_Hani,4-5
eus_Latn-deu_Latn,4-5
eus_Latn-eng_Latn,4-5
eus_Latn-fra_Latn,4-5
eus_Latn-jpn_Jpan,4-5
eus_Latn-spa_Latn,4-5
eus_Latn-zho_Hans,4-5
eus_Latn-zho_Hant,4-5
fas_Arab-cmn_Hani,4-5
fas_Arab-deu_Latn,4-5
fas_Arab-eng_Latn,4-5
fas_Arab-fra_Latn,4-5
fas_Arab-jpn_Jpan,4-5
fas_Arab-spa_Latn,4-5
fas_Arab-zho_Hans,4-5
fas_Arab-zho_Hant,4-5
fin_Latn-cmn_Hani,4-5
fin_Latn-deu_Latn,4-5
fin_Latn-eng_Latn,4-5
fin_Latn-fra_Latn,4-5
fin_Latn-jpn_Jpan,4-5
fin_Latn-spa_Latn,4-5
fin_Latn-zho_Hans,4-5
fin_Latn-zho_Hant,4-5
hin_Deva-cmn_Hani,4-5
hin_Deva-eng_Latn,4-5
hin_Deva-jpn_Jpan,4-5
hin_Deva-zho_Hans,4-5
hin_Deva-zho_Hant,4-5
hrv_Latn-cmn_Hani,4-5
hrv_Latn-deu_Latn,4-5
hrv_Latn-eng_Latn,4-5
hrv_Latn-fra_Latn,4-5
hrv_Latn-jpn_Jpan,4-5
hrv_Latn-spa_Latn,4-5
hrv_Latn-zho_Hans,4-5
hrv_Latn-zho_Hant,4-5
hun_Latn-cmn_Hani,4-5
hun_Latn-deu_Latn,4-5
hun_Latn-eng_Latn,4-5
hun_Latn-fra_Latn,4-5
hun_Latn-jpn_Jpan,4-5
hun_Latn-spa_Latn,4-5
hun_Latn-zho_Hans,4-5
hun_Latn-zho_Hant,4-5
ita_Latn-cmn_Hani,4-5
ita_Latn-deu_Latn,4-5
ita_Latn-eng_Latn,4-5
ita_Latn-fra_Latn,4-5
ita_Latn-jpn_Jpan,4-5
ita_Latn-spa_Latn,4-5
ita_Latn-zho_Hans,4-5
ita_Latn-zho_Hant,4-5
kor_Hang-cmn_Hani,4-5
kor_Hang-eng_Latn,4-5
kor_Hang-zho_Hans,4-5
kor_Hang-zho_Hant,4-5
nld_Latn-cmn_Hani,4-5
nld_Latn-deu_Latn,4-5
nld_Latn-eng_Latn,4-5
nld_Latn-fra_Latn,4-5
nld_Latn-jpn_Jpan,4-5
nld_Latn-spa_Latn,4-5
nld_Latn-zho_Hans,4-5
nld_Latn-zho_Hant,4-5
pol_Latn-cmn_Hani,4-5
pol_Latn-deu_Latn,4-5
pol_Latn-eng_Latn,4-5
pol_Latn-fra_Latn,4-5
pol_Latn-jpn_Jpan,4-5
pol_Latn-spa_Latn,4-5
pol_Latn-zho_Hans,4-5
pol_Latn-zho_Hant,4-5
por_Latn-cmn_Hani,4-5
por_Latn-deu_Latn,4-5
por_Latn-eng_Latn,4-5
por_Latn-fra_Latn,4-5
por_Latn-jpn_Jpan,4-5
por_Latn-spa_Latn,4-5
por_Latn-zho_Hans,4-5
por_Latn-zho_Hant,4-5
rus_Cyrl-cmn_Hani,4-5
rus_Cyrl-deu_Latn,4-5
rus_Cyrl-eng_Latn,4-5
rus_Cyrl-fra_Latn,4-5
rus_Cyrl-jpn_Jpan,4-5
rus_Cyrl-spa_Latn,4-5
rus_Cyrl-zho_Hans,4-5
rus_Cyrl-zho_Hant,4-5
srp_Cyrl-cmn_Hani,4-5
srp_Cyrl-eng_Latn,4-5
srp_Cyrl-fra_Latn,4-5
srp_Cyrl-spa_Latn,4-5
srp_Cyrl-zho_Hans,4-5
srp_Cyrl-zho_Hant,4-5
srp_Latn-cmn_Hani,4-5
srp_Latn-deu_Latn,4-5
srp_Latn-eng_Latn,4-5
srp_Latn-fra_Latn,4-5
srp_Latn-jpn_Jpan,4-5
srp_Latn-spa_Latn,4-5
srp_Latn-zho_Hans,4-5
srp_Latn-zho_Hant,4-5
swe_Latn-cmn_Hani,4-5
swe_Latn-deu_Latn,4-5
swe_Latn-eng_Latn,4-5
swe_Latn-fra_Latn,4-5
swe_Latn-jpn_Jpan,4-5
swe_Latn-spa_Latn,4-5
swe_Latn-zho_Hans,4-5
swe_Latn-zho_Hant,4-5
tur_Latn-cmn_Hani,4-5
tur_Latn-eng_Latn,4-5
tur_Latn-fra_Latn,4-5
tur_Latn-jpn_Jpan,4-5
tur_Latn-spa_Latn,4-5
tur_Latn-zho_Hans,4-5
tur_Latn-zho_Hant,4-5
vie_Latn-cmn_Hani,4-5
vie_Latn-eng_Latn,4-5
vie_Latn-jpn_Jpan,4-5
vie_Latn-zho_Hans,4-5
vie_Latn-zho_Hant,4-5
ara_Arab-fro_Latn,5-0
ara_Arab-gug_Latn,5-0
ara_Arab-kiu_Latn,5-0
ara_Arab-nds_Latn,5-0
ara_Arab-shp_Latn,5-0
ara_Arab-und_Beng,5-0
ara_Arab-und_Hira,5-0
ara_Arab-und_Kana,5-0
deu_Latn-enm_Latn,5-0
deu_Latn-fro_Latn,5-0
deu_Latn-gug_Latn,5-0
deu_Latn-kiu_Latn,5-0
deu_Latn-nds_Latn,5-0
deu_Latn-pcm_Latn,5-0
deu_Latn-und_Hira,5-0
deu_Latn-und_Kana,5-0
deu_Latn-und_Xsux,5-0
deu_Latn-xav_Latn,5-0
eng_Latn-aba_Latn,5-0
eng_Latn-awa_Deva,5-0
eng_Latn-ban_Latn,5-0
eng_Latn-bcc_Arab,5-0
eng_Latn-bew_Latn,5-0
eng_Latn-btx_Latn,5-0
eng_Latn-cfm_Latn,5-0
eng_Latn-cnh_Latn,5-0
eng_Latn-crs_Latn,5-0
eng_Latn-cto_Latn,5-0
eng_Latn-enm_Latn,5-0
eng_Latn-fon_Latn,5-0
eng_Latn-fro_Latn,5-0
eng_Latn-fuv_Latn,5-0
eng_Latn-gcf_Latn,5-0
eng_Latn-gos_Latn,5-0
eng_Latn-gug_Latn,5-0
eng_Latn-hil_Latn,5-0
eng_Latn-hmr_Latn,5-0
eng_Latn-hrx_Latn,5-0
eng_Latn-hyw_Armn,5-0
eng_Latn-kiu_Latn,5-0
eng_Latn-kjh_Cyrl,5-0
eng_Latn-ktu_Latn,5-0
eng_Latn-kwy_Latn,5-0
eng_Latn-lfn_Latn,5-0
eng_Latn-lus_Latn,5-0
eng_Latn-mag_Deva,5-0
eng_Latn-mav_Latn,5-0
eng_Latn-mfe_Latn,5-0
eng_Latn-mni_Beng,5-0
eng_Latn-mos_Latn,5-0
eng_Latn-mui_Latn,5-0
eng_Latn-nde_Latn,5-0
eng_Latn-nds_Latn,5-0
eng_Latn-nus_Latn,5-0
eng_Latn-nzi_Latn,5-0
eng_Latn-ory_Orya,5-0
eng_Latn-pcm_Latn,5-0
eng_Latn-prs_Arab,5-0
eng_Latn-qub_Latn,5-0
eng_Latn-quh_Latn,5-0
eng_Latn-quw_Latn,5-0
eng_Latn-rmn_Latn,5-0
eng_Latn-rnd_Latn,5-0
eng_Latn-shn_Mymr,5-0
eng_Latn-shp_Latn,5-0
eng_Latn-taq_Latn,5-0
eng_Latn-tar_Latn,5-0
eng_Latn-tig_Ethi,5-0
eng_Latn-umb_Latn,5-0
eng_Latn-und_Cyrl,5-0
eng_Latn-und_Geor,5-0
eng_Latn-und_Hebr,5-0
eng_Latn-und_Hira,5-0
eng_Latn-und_Kana,5-0
eng_Latn-und_Sind,5-0
eng_Latn-und_Xsux,5-0
eng_Latn-xav_Latn,5-0
eng_Latn-zpa_Latn,5-0
fra_Latn-fro_Latn,5-0
fra_Latn-fuv_Latn,5-0
fra_Latn-kiu_Latn,5-0
fra_Latn-nde_Latn,5-0
fra_Latn-nds_Latn,5-0
fra_Latn-nus_Latn,5-0
fra_Latn-tig_Ethi,5-0
fra_Latn-umb_Latn,5-0
fra_Latn-und_Cyrl,5-0
fra_Latn-und_Geor,5-0
fra_Latn-und_Hira,5-0
fra_Latn-und_Kana,5-0
fra_Latn-xav_Latn,5-0
jpn_Jpan-kiu_Latn,5-0
jpn_Jpan-nds_Latn,5-0
spa_Latn-fro_Latn,5-0
spa_Latn-gug_Latn,5-0
spa_Latn-kiu_Latn,5-0
spa_Latn-mav_Latn,5-0
spa_Latn-nds_Latn,5-0
spa_Latn-und_Cyrl,5-0
spa_Latn-und_Hira,5-0
spa_Latn-und_Kana,5-0
spa_Latn-xav_Latn,5-0
ara_Arab-abk_Cyrl,5-1
ara_Arab-ast_Latn,5-1
ara_Arab-aze_Latn,5-1
ara_Arab-azj_Latn,5-1
ara_Arab-bak_Cyrl,5-1
ara_Arab-bre_Latn,5-1
ara_Arab-ckb_Arab,5-1
ara_Arab-crh_Latn,5-1
ara_Arab-cym_Latn,5-1
ara_Arab-diq_Latn,5-1
ara_Arab-epo_Latn,5-1
ara_Arab-fry_Latn,5-1
ara_Arab-ful_Latn,5-1
ara_Arab-fur_Latn,5-1
ara_Arab-gsw_Latn,5-1
ara_Arab-guj_Gujr,5-1
ara_Arab-hne_Deva,5-1
ara_Arab-hye_Armn,5-1
ara_Arab-ibo_Latn,5-1
ara_Arab-ilo_Latn,5-1
ara_Arab-ina_Latn,5-1
ara_Arab-jav_Latn,5-1
ara_Arab-kab_Latn,5-1
ara_Arab-kan_Knda,5-1
ara_Arab-khk_Cyrl,5-1
ara_Arab-khm_Khmr,5-1
ara_Arab-kin_Latn,5-1
ara_Arab-kir_Cyrl,5-1
ara_Arab-kmr_Latn,5-1
ara_Arab-lim_Latn,5-1
ara_Arab-ltz_Latn,5-1
ara_Arab-lug_Latn,5-1
ara_Arab-lzh_Hani,5-1
ara_Arab-mal_Mlym,5-1
ara_Arab-mhr_Cyrl,5-1
ara_Arab-mkd_Cyrl,5-1
ara_Arab-mlg_Latn,5-1
ara_Arab-mon_Cyrl,5-1
ara_Arab-mri_Latn,5-1
ara_Arab-mya_Mymr,5-1
ara_Arab-nap_Latn,5-1
ara_Arab-nep_Deva,5-1
ara_Arab-nno_Latn,5-1
ara_Arab-nob_Latn,5-1
ara_Arab-nor_Latn,5-1
ara_Arab-npi_Deva,5-1
ara_Arab-nso_Latn,5-1
ara_Arab-nya_Latn,5-1
ara_Arab-oci_Latn,5-1
ara_Arab-pap_Latn,5-1
ara_Arab-pbt_Arab,5-1
ara_Arab-plt_Latn,5-1
ara_Arab-pus_Arab,5-1
